-0.1902,0.5768,0.1240,-0.1367,0.2222
-0.1048,0.0065,0.0534,-1.2374,-0.2083
-0.0525,0.0408,0.0871,-1.0229,0.2846
-0.0110,0.0164,0.0113,-0.8224,-0.1700
-0.0178,0.1412,0.0532,-0.9815,0.2958
-0.0011,-0.2130,0.1485,-2.9324,1.1234
0.0271,0.0490,0.0197,-1.3464,0.1256
0.0521,0.1527,-0.0879,-1.8653,-0.7200
0.0339,0.0155,-0.1577,-3.3380,-1.2651
-0.0626,0.1852,0.1060,-1.2911,0.8359
0.0426,0.0449,0.0354,-2.4444,0.2890
0.0169,0.1291,-0.0187,-1.5035,-0.1362
-0.0053,0.0108,0.0026,-2.3476,0.0266
-0.0559,-0.0497,0.0041,-1.5383,0.0283
-0.0557,0.1439,-0.0571,0.3088,-0.4791
-0.0013,0.0717,0.0187,-0.6419,0.1102
-0.0260,-0.0681,0.0045,-2.2196,0.0205
0.0089,-0.0480,-0.0143,-2.2967,-0.1042
0.0576,-0.4056,-0.0511,-1.7413,-0.4297
-0.0251,0.0372,0.0171,1.7002,0.0775
-0.0380,0.2070,0.0106,1.4671,0.0131
-0.0344,0.0654,0.1035,-1.0211,0.8016
0.0927,-0.3798,0.0884,-1.9426,0.7069
0.0165,0.0597,-0.0455,1.1493,-0.3633
-0.0251,0.2479,0.0011,0.9421,0.0044
0.0859,0.0276,0.0114,0.6525,0.0886
0.0078,-0.0172,0.0231,-1.0141,0.1886
0.0195,0.0935,0.0159,2.7261,0.1253
-0.0566,0.2686,0.0504,2.0429,0.3812
-0.0179,0.0794,-0.0331,-1.2253,-0.2437
-0.0171,0.1118,-0.0098,1.1679,-0.0349
-0.0953,0.1315,0.0023,-0.5230,0.0500
0.1388,0.0060,-0.0376,2.7458,-0.2795
-0.0599,0.2010,0.0239,2.0528,0.1522
-0.0397,0.0480,-0.0021,-0.5971,-0.0267
-0.0010,-0.2731,-0.0443,0.7780,-0.3705
-0.0131,0.1727,-0.0675,2.2765,-0.5437
-0.0256,0.1677,0.0543,0.3802,0.4457
0.0052,-0.5020,0.0756,-2.5971,0.6352
-0.0374,0.1162,-0.0366,2.0834,-0.2660
-0.0343,0.1891,0.0813,1.1954,0.6625
0.0010,0.0147,-0.0222,-1.1915,-0.1500
0.0516,-0.0183,0.0552,0.6376,0.4746
-0.0350,0.1029,-0.0883,0.9460,-0.6807
-0.0132,-0.0059,-0.0232,0.7972,-0.1773
-0.0005,0.0761,-0.0130,1.0640,-0.1102
-0.0457,0.1340,0.0362,0.4265,0.3052
0.0067,-0.1908,0.0475,-1.1792,0.3727
0.0112,-0.0338,0.0053,1.7103,0.0144
-0.0081,0.0941,0.0001,1.2815,-0.0203
0.0055,-0.0448,0.0736,0.9706,0.5612
0.0050,0.0282,-0.0043,1.1618,-0.0635
-0.0026,-0.0894,0.0272,0.4363,0.1941
0.0113,-0.0341,-0.0554,0.8952,-0.4625
0.0010,-0.0553,0.0554,1.2645,0.4397
0.0075,0.1222,0.0266,2.3773,0.1887
0.0171,0.0274,-0.0756,1.3870,-0.6254
-0.0114,-0.0155,-0.0247,1.0779,-0.2221
-0.0021,0.0152,-0.0316,1.7338,-0.2756
-0.0679,0.0148,0.0267,2.3357,0.1696
-0.0099,0.0147,0.0037,1.9323,-0.0278
-0.0273,0.0590,-0.0332,0.8429,-0.3116
-0.0031,0.0481,0.0508,-0.9194,0.4041
-0.0115,-0.2663,0.0251,-1.0730,0.2336
-0.0548,0.1488,-0.0475,1.9798,-0.3754
-0.0111,0.1617,-0.0455,1.1240,-0.3813
-0.0135,-0.1467,0.0302,-0.8352,0.2332
0.0633,0.0661,-0.0579,-0.1750,-0.4571
0.0018,-0.4571,0.0154,-1.5534,0.1425
-0.0652,0.0845,-0.0372,1.8204,-0.3210
-0.0247,0.2411,-0.0121,1.1552,-0.0979
-0.0031,-0.1639,-0.0061,-2.2211,-0.0317
-0.0344,0.1553,0.0719,2.3932,0.5752
-0.1120,0.2121,-0.0041,1.4352,-0.0903
0.0052,0.1314,0.0014,-1.6561,-0.0130
0.0212,-0.0933,0.0154,0.6335,0.1186
-0.0280,0.2045,-0.0939,1.4437,-0.7471
-0.0132,-0.0268,0.0339,-1.0974,0.2842
-0.0167,0.1605,-0.0542,0.6820,-0.4234
0.0254,0.0292,0.0442,-0.5611,0.3786
0.0632,0.0413,-0.0222,2.4400,-0.1571
-0.0427,0.2469,-0.0907,2.0517,-0.7246
0.0087,0.0049,-0.0707,-0.7459,-0.5434
0.0113,0.2230,-0.0272,1.4322,-0.1912
-0.0532,-0.2992,0.0206,-1.4645,0.1584
0.0045,0.0501,-0.0515,0.6772,-0.4128
0.0088,-0.0416,0.0142,0.5032,0.1088
-0.0234,0.0362,0.0203,0.6696,0.1535
0.0806,-0.0468,0.0183,0.2404,0.1418
-0.0329,0.0422,0.0014,0.4391,0.0173
0.0001,-0.0374,0.0014,-0.2412,0.0326
-0.0003,-0.0260,-0.0125,0.2663,-0.0692
-0.0964,0.0076,0.0077,-0.4769,0.0936
0.0123,-0.1171,-0.0350,-0.3316,-0.2503
-0.0158,0.0717,-0.0109,0.7585,-0.0808
0.0217,0.0185,0.0454,-0.8150,0.3643
0.0386,-0.0117,-0.0684,-0.0591,-0.5452
0.0452,0.0148,-0.0316,0.2502,-0.2695
-0.0277,0.0524,0.0055,0.5843,0.0187
-0.0905,0.0478,-0.0041,-0.5138,-0.0433
0.0546,0.0184,-0.0275,0.8415,-0.2260
-0.0444,0.1737,-0.0174,0.6425,-0.1445
0.0209,-0.1592,0.0146,-1.4367,0.1332
-0.0417,0.0975,0.0157,1.5294,0.1234
-0.0221,0.0576,-0.0775,0.7092,-0.6307
-0.0214,0.1795,-0.0322,-0.0515,-0.2420
0.0421,-0.2932,0.0197,-1.1615,0.1980
0.0138,0.0136,0.0091,0.0934,0.0852
0.0403,-0.1106,-0.0061,-0.2614,-0.0430
-0.0317,0.0613,-0.0181,0.1237,-0.1454
0.0070,0.0183,-0.0813,0.1532,-0.6374
-0.0168,0.0368,-0.0139,-0.0225,-0.1041
-0.0535,0.1446,-0.0406,0.8872,-0.3190
-0.0968,0.0793,0.0286,0.0857,0.2277
0.0061,-0.2024,0.0290,-0.7233,0.2370
-0.0169,0.0080,-0.0173,0.5673,-0.1473
-0.0117,0.0329,-0.0121,0.6146,-0.1060
0.0154,0.0156,0.0123,0.6668,0.0885
-0.0249,0.1380,-0.0011,1.1892,-0.0056
-0.0121,-0.0096,-0.0330,0.2568,-0.2605
-0.0267,0.0297,0.0162,0.5377,0.1410
-0.0169,0.0588,0.0011,0.4275,0.0278
-0.0620,-0.0294,-0.0122,-0.0136,-0.0842
-0.0308,0.0077,0.0232,-0.0697,0.2153
-0.0369,-0.0978,0.0495,-0.0192,0.4303
0.0115,-0.0095,-0.0212,0.5851,-0.1748
-0.0206,0.0735,-0.0715,1.0395,-0.5848
-0.0244,0.0584,-0.0256,0.6107,-0.2171
0.0281,0.0108,0.0057,0.7514,0.0248
-0.0334,-0.0929,0.0086,0.3489,0.0478
-0.0041,0.0995,0.0198,1.1154,0.1505
-0.0174,0.0318,0.0209,0.5478,0.1675
-0.0616,0.0995,0.0311,-0.7510,0.2532
0.0103,-0.0332,0.0065,-1.9486,0.0712
-0.0114,-0.0152,-0.0232,1.3444,-0.1646
-0.0172,0.1392,0.0723,2.4483,0.5654
-0.0839,0.1212,0.0442,1.6266,0.3373
-0.0067,0.1607,0.0029,-0.1315,0.0164
0.0374,-0.5151,-0.0659,-2.5633,-0.5593
0.0099,0.0128,-0.0715,-0.1200,-0.5902
0.0533,-0.0384,-0.0158,-0.5975,-0.1211
0.0024,0.2124,0.0029,3.3760,0.0046
-0.0537,0.1661,0.0368,2.7334,0.2703
-0.0379,0.0702,0.0757,1.1155,0.5922
-0.0104,0.0743,0.0228,-1.5484,0.1857
0.1647,-0.3489,0.0439,-1.6686,0.3705
0.0227,0.1006,-0.0220,-0.5923,-0.1290
0.0070,0.2458,0.0227,1.5579,0.2189
-0.0063,0.0803,0.0005,0.4453,0.0276
0.0317,-0.3327,-0.0606,-1.2515,-0.5090
-0.0064,0.1740,0.0199,1.1560,0.1509
-0.0172,-0.0009,-0.0286,-0.7116,-0.2311
-0.0990,0.1018,-0.0764,0.2312,-0.6041
0.0128,-0.3248,-0.0676,-1.5379,-0.5295
-0.1095,0.0671,0.0640,1.3606,0.5050
-0.0391,0.0328,0.0267,0.4598,0.1937
0.0125,0.1360,0.0294,-0.3837,0.2323
0.0209,0.0225,-0.0099,-1.6788,-0.0489
0.0411,-0.0938,0.1583,-0.8832,1.3036
-0.0106,0.0496,-0.0676,-0.1651,-0.5284
-0.0003,-0.0484,-0.0331,-0.5691,-0.2547
-0.0309,0.0649,-0.0804,1.5794,-0.6438
0.0425,0.1611,-0.0944,1.8012,-0.7736
-0.0182,0.1861,0.0074,1.0998,0.0408
-0.0169,0.0230,0.0472,-0.7957,0.3684
0.0341,-0.1146,0.0716,-1.6470,0.5979
0.0338,0.0149,-0.0138,0.9249,-0.1032
-0.0173,0.1195,-0.0881,1.8930,-0.7176
-0.0491,0.1120,-0.0335,1.4384,-0.2989
-0.0599,0.0842,0.0181,0.0715,0.1285
0.0029,-0.0044,0.0697,-1.5722,0.5472
0.0333,-0.0751,0.0272,-2.2283,0.2352
-0.0266,-0.0180,0.0017,-1.7275,0.0058
-0.0315,-0.1163,-0.0673,-1.3663,-0.5471
0.0153,0.0125,-0.0427,0.5735,-0.3608
-0.0077,0.0682,0.0123,1.4242,0.0842
0.0052,0.0476,0.0343,1.3523,0.2629
-0.0012,0.0492,-0.0239,1.0910,-0.1927
-0.0055,0.0368,0.0009,0.2496,0.0019
0.0023,0.0233,0.0246,-0.4842,0.1988
-0.0025,-0.0225,0.0197,-1.1722,0.1521
-0.0086,0.0222,0.0147,-0.7702,0.1159
0.0041,-0.0348,0.0177,-0.2632,0.1368
-0.0012,0.0237,0.0134,0.5084,0.0956
-0.0046,-0.0001,0.0359,0.7892,0.2738
-0.0341,0.0446,-0.0158,0.6374,-0.1480
-0.0012,0.0751,-0.0178,0.5216,-0.1465
-0.0148,0.0494,-0.0216,-0.7847,-0.1732
0.0131,-0.0180,0.0442,-1.2844,0.3656
0.0139,-0.0101,0.0274,-0.8711,0.2356
0.0036,-0.0332,0.0019,-0.4602,0.0094
0.0105,0.0604,-0.0166,0.5903,-0.1376
0.0086,-0.0076,-0.0091,0.8538,-0.0995
-0.0079,0.0281,0.0205,0.7151,0.1234
-0.0054,0.0931,-0.0516,1.0691,-0.4488
-0.0172,0.0534,-0.0340,0.2674,-0.2967
-0.0219,0.0570,0.0127,0.0286,0.0768
0.0145,0.0132,-0.0086,-0.5634,-0.0891
0.0130,-0.1214,0.0202,-0.9324,0.1334
0.0975,0.0049,0.0528,0.0009,0.4103
0.0203,-0.0220,0.0290,-0.0056,0.2129
-0.0376,-0.0310,-0.0236,0.0814,-0.2168
-0.0039,-0.0218,0.0528,0.7564,0.4031
-0.0143,0.0237,0.0021,0.4763,-0.0050
-0.0026,0.0453,-0.0103,0.5334,-0.0927
0.0035,0.0769,0.0331,-0.9190,0.2724
-0.0013,-0.0164,0.0856,-1.7731,0.6990
0.0097,-0.0863,0.0105,-2.0506,0.1029
0.0185,-0.1346,0.0206,-1.4920,0.1756
-0.0864,-0.0875,0.0007,0.1676,-0.0125
-0.0386,0.1124,0.0158,2.0629,0.0850
-0.0240,-0.0047,0.1490,1.7512,1.1482
-0.0104,0.0645,-0.0492,1.7913,-0.4388
-0.0064,0.0919,-0.0447,1.2540,-0.3986
-0.0058,0.1268,0.0123,0.4979,0.0851
0.0313,-0.0541,-0.0339,-2.0547,-0.2553
0.0148,-0.0477,0.1694,-2.5949,1.3934
0.0268,-0.1148,-0.0083,-2.5021,-0.0268
-0.0527,-0.0204,-0.0232,0.2690,-0.1920
-0.0327,0.1194,-0.0679,2.1764,-0.5704
-0.0396,0.1122,-0.0608,1.0079,-0.5172
0.0024,-0.1792,-0.0332,-0.1631,-0.3111
-0.0188,-0.1871,-0.0130,-1.4469,-0.1303
0.0495,-0.0725,0.1007,-0.5468,0.8020
0.0182,-0.0261,0.0484,-1.1190,0.3845
0.0208,0.0159,-0.0119,-0.8467,-0.0900
0.0336,0.0609,-0.0201,0.9427,-0.1721
-0.0293,0.1246,-0.0122,1.4662,-0.1289
0.0081,0.0966,0.0236,1.1900,0.1605
-0.0463,0.0546,-0.0082,0.3848,-0.0953
-0.0057,0.0063,0.0304,-0.0120,0.2344
0.1704,0.0378,-0.0330,0.0550,-0.2635
0.0239,-0.0009,0.0025,0.1018,-0.0007
0.0207,0.0637,0.0054,0.4509,0.0198
0.0035,0.0224,0.0303,0.2526,0.2179
0.0523,0.0092,0.0131,0.1379,0.0874
-0.0374,-0.0481,0.0081,0.1161,0.0611
-0.0065,0.1260,-0.0161,0.9654,-0.1237
0.0198,0.1251,0.0179,-0.1140,0.1515
-0.0131,-0.0929,-0.0005,-1.6369,0.0065
0.0253,-0.0616,0.0276,-1.4229,0.2412
-0.0015,0.0225,-0.0442,-0.8533,-0.3232
-0.0438,-0.0398,-0.0094,-0.0722,-0.0607
-0.0154,0.0033,-0.0066,0.5626,-0.0386
-0.0245,0.1234,0.0568,0.9156,0.4645
0.0174,0.0272,0.0531,-0.2305,0.4528
0.0315,0.0099,0.0334,-0.7890,0.3009
0.0172,-0.0663,0.0578,-1.2429,0.5030
0.0104,0.0017,-0.0212,0.1605,-0.1511
0.0112,0.0326,-0.0773,1.2160,-0.6172
0.0162,0.0735,-0.0154,1.3776,-0.1423
-0.0131,-0.0019,0.0430,0.5962,0.3244
-0.0276,0.0954,0.0017,0.2938,-0.0016
-0.0445,0.0370,0.0061,-1.1339,0.0390
0.0026,-0.0156,0.0976,-1.6817,0.7951
-0.0263,-0.0913,0.0931,-2.0475,0.7649
0.0386,0.0141,-0.0211,-1.2436,-0.1447
-0.0010,0.0795,0.0358,-0.7136,0.3051
0.0101,0.0272,-0.0326,-0.8531,-0.2444
-0.0101,-0.0350,-0.0189,-1.5424,-0.1346
0.0232,-0.0490,-0.0343,-2.0316,-0.2595
-0.0033,-0.0835,0.0547,-3.0401,0.4656
0.0617,-0.0358,-0.0351,-2.0754,-0.2884
-0.0557,0.0510,0.1332,-1.8870,1.0441
-0.0325,-0.1207,-0.0250,-2.2320,-0.2124
0.0526,0.0181,-0.0318,-0.2549,-0.2731
0.0216,0.0492,0.0151,-0.6803,0.1094
0.0866,-0.0473,0.0086,0.2344,0.0508
0.0051,0.0971,-0.0046,0.6043,-0.0616
0.0084,-0.0196,0.0130,0.1443,0.0767
0.0156,-0.0690,-0.0043,0.3912,-0.0587
-0.0136,0.0300,0.0339,1.0742,0.2384
-0.0336,-0.0079,-0.0266,0.8153,-0.2530
-0.0385,-0.1260,0.0606,-0.1228,0.4530
0.0352,-0.0332,0.0359,0.3708,0.2864
-0.0023,-0.0370,0.0368,0.3178,0.3145
-0.0261,-0.0766,-0.0133,0.6477,-0.0875
-0.0398,0.1904,0.0695,1.2741,0.5826
0.0581,-0.0986,-0.0117,-1.2982,-0.0548
-0.0117,0.1331,-0.0319,0.8135,-0.2258
-0.0557,-0.1087,-0.0526,-0.4940,-0.3963
0.0001,0.1219,-0.0450,1.6734,-0.3636
-0.0291,0.1078,-0.0486,0.9129,-0.4023
-0.0245,0.0000,0.0571,1.5907,0.4401
0.0235,0.1380,0.0323,1.9826,0.2496
-0.0091,0.0658,-0.0166,0.9751,-0.1315
-0.0301,0.0597,-0.0195,0.7602,-0.1750
-0.0242,-0.3316,0.0066,-0.9582,0.0336
0.0377,0.0630,0.0138,0.5688,0.1272
0.0004,-0.1721,0.0163,-1.2187,0.1567
-0.0065,0.0151,-0.0110,0.0916,-0.0533
-0.0093,-0.1079,-0.0315,0.0492,-0.2299
-0.0154,0.1380,-0.0090,0.4731,-0.0443
-0.0001,-0.2182,-0.0185,-1.2609,-0.1256
-0.0267,0.0674,0.0316,0.4951,0.2607
0.0455,0.0822,-0.0061,-0.2621,-0.0463
-0.0084,-0.1463,-0.0087,-0.0908,-0.0964
0.0034,0.1495,-0.0163,0.8701,-0.1450
-0.0239,-0.2487,0.0090,-1.5325,0.0676
-0.0530,0.1244,-0.0022,1.0198,-0.0384
-0.0124,0.0659,0.0540,0.0683,0.4042
0.0068,-0.1298,0.0378,-0.5227,0.2794
0.0349,0.0116,0.0219,0.4453,0.1532
0.0809,-0.0608,-0.0312,-0.1566,-0.2676
0.0092,-0.0302,-0.0344,0.3266,-0.2703
0.0307,0.0855,-0.0391,0.3314,-0.2851
-0.0245,-0.0509,0.0021,-0.3215,0.0394
0.0296,0.0172,-0.0415,-0.3692,-0.3284
-0.0148,-0.0265,-0.0019,-0.2136,-0.0225
-0.0101,0.0655,0.0107,0.7091,0.0650
-0.0460,0.1206,-0.0224,0.7887,-0.2042
-0.0110,0.0640,-0.1141,-0.4958,-0.9332
-0.0367,-0.3392,0.0226,-2.1665,0.1680
-0.0825,0.0204,0.0328,-0.5428,0.2705
0.1054,-0.0546,0.0025,0.7267,0.0011
-0.0247,0.0693,0.0066,0.8154,0.0196
-0.0006,0.0958,-0.0043,0.5535,-0.0509
-0.0179,-0.1827,0.0009,-1.3318,0.0027
-0.0544,-0.0059,0.0182,0.4197,0.1349
-0.0116,0.1196,0.0006,1.0397,-0.0067
-0.0516,0.0215,0.0227,0.1234,0.1701
0.0003,-0.0043,-0.1573,-0.0572,-1.2505
0.1941,-0.0108,0.0446,0.0135,0.3714
0.0091,-0.0053,-0.0118,0.1969,-0.0828
0.0011,0.0003,0.0170,0.2692,0.1435
-0.0902,0.1238,0.0126,-0.4198,0.1123
0.0680,0.0369,-0.0720,-1.3941,-0.5452
-0.0876,0.1344,0.0737,0.2416,0.6320
-0.0289,0.1130,-0.0185,0.6851,-0.1442
-0.0334,0.1617,-0.0121,0.3330,-0.1076
0.0424,-0.2018,-0.0280,-0.7060,-0.2343
0.0025,0.1019,-0.0235,0.7690,-0.2018
-0.0364,0.0979,-0.1028,-0.4844,-0.8220
0.0559,-0.0260,-0.0415,0.9833,-0.3260
-0.0413,0.2080,-0.0001,1.2126,0.0181
-0.0515,0.0368,-0.0347,-0.6185,-0.2549
0.0674,0.0628,0.0316,0.4348,0.2870
0.0057,0.0452,0.0729,-0.5690,0.6117
0.1171,0.1065,-0.0640,1.6458,-0.4870
-0.0648,0.1691,-0.0644,1.1647,-0.5180
-0.0855,0.0655,0.0105,-0.3031,0.0950
0.1129,-0.1176,0.0134,-0.0356,0.1025
-0.0206,0.1120,-0.0182,0.3067,-0.1538
0.0951,-0.0353,0.0225,0.6580,0.1756
-0.0112,0.0508,0.0207,0.6487,0.1700
-0.0234,0.1030,-0.0143,0.1516,-0.1083
0.1234,-0.0994,-0.0009,1.2444,-0.0177
-0.0367,0.1350,-0.0340,2.1933,-0.3027
-0.0137,0.1042,0.0227,1.4283,0.1594
0.0070,0.0914,0.0542,0.7135,0.4313
-0.0127,0.1081,-0.0456,0.3306,-0.3508
-0.0837,-0.1797,-0.0197,-1.4955,-0.1689
0.0942,-0.0986,-0.0077,-0.5055,-0.0618
0.0185,0.1981,-0.0378,1.4640,-0.2939
-0.0660,-0.1150,-0.0331,-0.2208,-0.2580
-0.0683,-0.0450,0.0043,0.3438,0.0275
-0.0303,0.0906,-0.0185,0.7688,-0.1377
0.0304,0.0276,0.0251,0.5706,0.2034
-0.0301,-0.2200,0.0170,0.4316,0.1174
0.0362,0.0128,0.0221,2.1814,0.1458
0.0229,0.1600,0.0071,2.8722,0.0334
-0.0454,-0.0148,0.1173,2.0188,0.9016
0.0219,-0.1632,-0.0208,0.8599,-0.2321
0.1049,0.3184,-0.0089,2.6378,-0.1093
0.1114,0.1087,0.0102,-0.1565,0.0754
-0.1363,-0.1364,-0.0252,-0.5096,-0.1977
-0.0657,-0.1447,0.0232,-1.5245,0.1728
0.0908,-0.3361,0.1059,-1.6675,0.8459
0.1752,0.1282,0.0268,0.3695,0.2319
0.1368,0.3220,0.0013,1.3071,0.0345
0.1014,0.4594,-0.0183,1.9129,-0.1191
-0.0193,0.3786,-0.0494,1.6382,-0.3846
-0.1995,0.1596,0.0634,0.8599,0.5389
-0.1282,-0.0779,0.0179,-1.2398,0.2043
-0.1480,-0.4964,0.0887,-2.6073,0.7943
0.0427,-0.5473,-0.0091,-1.6074,0.0345
0.0268,0.0326,-0.0454,1.6426,-0.2641
0.0257,0.1228,-0.0216,0.8187,-0.0898
0.0991,0.0085,0.0013,0.2505,0.0891
0.0229,0.0414,0.0877,-0.2072,0.7929
0.0359,0.0440,0.0143,-1.2247,0.2137
-0.0060,0.0169,0.0386,-1.8539,0.3993
0.0312,-0.0550,-0.0255,-2.3279,-0.1090
-0.0309,0.0318,0.0439,-1.8609,0.4044
0.0164,-0.0305,-0.0051,-2.0167,0.0111
0.0620,0.0452,-0.0695,-1.6710,-0.5219
-0.0206,0.0353,0.0348,-1.6411,0.3019
0.0211,-0.0036,-0.0041,-2.0191,-0.0142
-0.0157,0.0203,0.0627,-2.2939,0.5141
0.0547,0.1267,0.0363,-2.6100,0.3231
0.0650,-0.0617,-0.0137,-4.5935,-0.0647
0.0061,0.1242,-0.0095,0.6544,-0.0617
-0.0497,0.2237,0.0319,1.7840,0.2233
-0.0338,0.2360,-0.0208,0.8249,-0.2052
0.1409,0.1400,-0.0085,1.4717,-0.1022
0.0103,-0.0556,-0.0161,-0.4910,-0.1450
-0.0994,0.1871,0.0175,0.3712,0.1152
0.0358,0.0041,0.0228,-0.4075,0.1611
0.0845,-0.3034,0.0315,-0.5593,0.2149
-0.0230,0.2366,-0.0081,1.2419,-0.0709
0.0222,-0.1115,0.0594,-0.9714,0.4840
0.0726,-0.2903,-0.0478,-0.9022,-0.3970
0.0337,0.1279,0.0101,0.9401,0.0639
-0.0536,0.3059,-0.0522,1.7682,-0.4544
0.0497,-0.1681,-0.0077,-0.4676,-0.1189
0.0078,0.0281,0.0692,-0.5359,0.5257
0.0378,-0.1527,0.0467,-1.1979,0.3584
0.0519,-0.0849,-0.0279,0.0105,-0.2405
0.0760,0.0340,-0.0030,-0.1063,-0.0447
-0.0752,0.0104,0.0360,0.0314,0.2581
0.0431,0.0123,0.0578,-0.2490,0.4493
0.0348,-0.0652,-0.1566,-0.4024,-1.7601
